Crop,Disease,Crop_Stage,Symptoms Category,Occurrences,Is_Dominant,Temp_min (Deg. Celcius),Temp_max (Deg. Celcius),Humidity (in %),Rainfall(in mm),Symptoms,Prevention,Treatment
Corn_(maize),Northern_Leaf_Blight,Flowering,Blight,266,FALSE,15.15,33.41,69.17,116.06,"Large, elliptical to cigar-shaped gray-green to tan lesions 2.5–15 cm long on leaves | Lesions have wavy, irregular, pale tan to gray centers with darker borders | Dark olive-gray sporulation visible in center of lesions under humid conditions | Lesions run parallel to leaf veins and may coalesce in heavy infections | Lower leaves affected first; disease progresses upward | Severely blighted plants show premature death of entire leaf blade | Stalk rot may follow severe foliar infection due to reduced photosynthate | Husks may show lesions in heavily infected fields","Plant NLB-resistant maize hybrids with Ht1, Ht2, Ht3 or polygenic resistance | Rotate crops — avoid successive maize crops on the same field | Deep plough or incorporate crop debris to reduce spore sources | Avoid dense plant populations that trap moisture in the canopy | Optimise irrigation timing to minimise prolonged leaf wetness | Scout from V8 stage — remove and destroy first blighted lower leaves immediately | Maintain adequate phosphorus and potassium nutrition for stronger plant defence","Azoxystrobin (Amistar 25 SC) at 1 mL/L — best applied before or at early infection | Propiconazole (Tilt 250 EC) at 1 mL/L — systemic triazole, curative activity | Pyraclostrobin (Headline 250 EC) at 1.5 mL/L — strobilurin with excellent uptake | Trifloxystrobin + Tebuconazole (Nativo 75 WG) at 0.5 g/L — dual-mode systemic | Mancozeb (Dithane M-45) at 2.5 g/L — contact protectant, apply every 10 days | Chlorothalonil (Bravo 720 SC) at 2 mL/L — broad-spectrum contact fungicide | Foliar NPK fertiliser to restore leaf health and support grain fill | Second spray 14 days later if disease has spread above the ear leaf"
Corn_(maize),Northern_Leaf_Blight,Seedling,Blight,259,FALSE,15.05,34.84,66.99,110.31,"Large, elliptical to cigar-shaped gray-green to tan lesions 2.5–15 cm long on leaves | Lesions have wavy, irregular, pale tan to gray centers with darker borders | Dark olive-gray sporulation visible in center of lesions under humid conditions | Lesions run parallel to leaf veins and may coalesce in heavy infections | Lower leaves affected first; disease progresses upward | Severely blighted plants show premature death of entire leaf blade | Stalk rot may follow severe foliar infection due to reduced photosynthate | Husks may show lesions in heavily infected fields","Plant NLB-resistant maize hybrids with Ht1, Ht2, Ht3 or polygenic resistance | Rotate crops — avoid successive maize crops on the same field | Deep plough or incorporate crop debris to reduce spore sources | Avoid dense plant populations that trap moisture in the canopy | Optimise irrigation timing to minimise prolonged leaf wetness | Scout from V8 stage — remove and destroy first blighted lower leaves immediately | Maintain adequate phosphorus and potassium nutrition for stronger plant defence","Azoxystrobin (Amistar 25 SC) at 1 mL/L — best applied before or at early infection | Propiconazole (Tilt 250 EC) at 1 mL/L — systemic triazole, curative activity | Pyraclostrobin (Headline 250 EC) at 1.5 mL/L — strobilurin with excellent uptake | Trifloxystrobin + Tebuconazole (Nativo 75 WG) at 0.5 g/L — dual-mode systemic | Mancozeb (Dithane M-45) at 2.5 g/L — contact protectant, apply every 10 days | Chlorothalonil (Bravo 720 SC) at 2 mL/L — broad-spectrum contact fungicide | Foliar NPK fertiliser to restore leaf health and support grain fill | Second spray 14 days later if disease has spread above the ear leaf"
Corn_(maize),Northern_Leaf_Blight,Maturity,Blight,237,FALSE,15.18,33.46,68.84,117.1,"Large, elliptical to cigar-shaped gray-green to tan lesions 2.5–15 cm long on leaves | Lesions have wavy, irregular, pale tan to gray centers with darker borders | Dark olive-gray sporulation visible in center of lesions under humid conditions | Lesions run parallel to leaf veins and may coalesce in heavy infections | Lower leaves affected first; disease progresses upward | Severely blighted plants show premature death of entire leaf blade | Stalk rot may follow severe foliar infection due to reduced photosynthate | Husks may show lesions in heavily infected fields","Plant NLB-resistant maize hybrids with Ht1, Ht2, Ht3 or polygenic resistance | Rotate crops — avoid successive maize crops on the same field | Deep plough or incorporate crop debris to reduce spore sources | Avoid dense plant populations that trap moisture in the canopy | Optimise irrigation timing to minimise prolonged leaf wetness | Scout from V8 stage — remove and destroy first blighted lower leaves immediately | Maintain adequate phosphorus and potassium nutrition for stronger plant defence","Azoxystrobin (Amistar 25 SC) at 1 mL/L — best applied before or at early infection | Propiconazole (Tilt 250 EC) at 1 mL/L — systemic triazole, curative activity | Pyraclostrobin (Headline 250 EC) at 1.5 mL/L — strobilurin with excellent uptake | Trifloxystrobin + Tebuconazole (Nativo 75 WG) at 0.5 g/L — dual-mode systemic | Mancozeb (Dithane M-45) at 2.5 g/L — contact protectant, apply every 10 days | Chlorothalonil (Bravo 720 SC) at 2 mL/L — broad-spectrum contact fungicide | Foliar NPK fertiliser to restore leaf health and support grain fill | Second spray 14 days later if disease has spread above the ear leaf"
Corn_(maize),Northern_Leaf_Blight,Fruiting,Blight,227,FALSE,15.35,33.79,67.25,114.22,"Large, elliptical to cigar-shaped gray-green to tan lesions 2.5–15 cm long on leaves | Lesions have wavy, irregular, pale tan to gray centers with darker borders | Dark olive-gray sporulation visible in center of lesions under humid conditions | Lesions run parallel to leaf veins and may coalesce in heavy infections | Lower leaves affected first; disease progresses upward | Severely blighted plants show premature death of entire leaf blade | Stalk rot may follow severe foliar infection due to reduced photosynthate | Husks may show lesions in heavily infected fields","Plant NLB-resistant maize hybrids with Ht1, Ht2, Ht3 or polygenic resistance | Rotate crops — avoid successive maize crops on the same field | Deep plough or incorporate crop debris to reduce spore sources | Avoid dense plant populations that trap moisture in the canopy | Optimise irrigation timing to minimise prolonged leaf wetness | Scout from V8 stage — remove and destroy first blighted lower leaves immediately | Maintain adequate phosphorus and potassium nutrition for stronger plant defence","Azoxystrobin (Amistar 25 SC) at 1 mL/L — best applied before or at early infection | Propiconazole (Tilt 250 EC) at 1 mL/L — systemic triazole, curative activity | Pyraclostrobin (Headline 250 EC) at 1.5 mL/L — strobilurin with excellent uptake | Trifloxystrobin + Tebuconazole (Nativo 75 WG) at 0.5 g/L — dual-mode systemic | Mancozeb (Dithane M-45) at 2.5 g/L — contact protectant, apply every 10 days | Chlorothalonil (Bravo 720 SC) at 2 mL/L — broad-spectrum contact fungicide | Foliar NPK fertiliser to restore leaf health and support grain fill | Second spray 14 days later if disease has spread above the ear leaf"
Grape,Black_rot,Flowering,Rot,333,TRUE,15.17,34.3,68.24,109.81,"Small, circular, tan to brown leaf spots with dark brown borders | Black pycnidia (tiny black dots) arranged in concentric rings within leaf lesions | Infected berries turn brown then rapidly shrivel into hard black mummies | Salmon or cream-colored spore masses on berry surface early in infection | Infected berries have a wrinkled, raisin-like appearance before turning jet black | Lesions on shoot tips and tendrils — dark brown, elongated, sunken cankers | Petiole and rachis lesions that can cause cluster death | Mummified berries remain attached to cluster and serve as primary inoculum source","Remove and destroy all mummified berries, infected canes, and fallen leaves | Prune vines to open canopy and improve air circulation | Position shoots upright for rapid leaf drying after rain | Remove wild grapes near vineyard that serve as inoculum reservoirs | Cultivate soil to bury infected debris and reduce spore release | Immediately remove and dispose of any infected leaves or berry clusters at first sign | Avoid overhead irrigation — use drip systems | Scout weekly from budbreak through veraison","Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — apply every 7–10 days | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI, active up to 96 hrs post-infection | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — excellent curative and residual activity | Tebuconazole (Folicur 250 EW) at 1 mL/L — effective post-infection control | Azoxystrobin (Quadris 25 SC) at 1 mL/L — strobilurin protectant | Captan (50 WP) at 2.5 g/L — broad-spectrum contact fungicide | Ziram (76 DF) at 3.5 g/L — contact protectant in rotation | Critical spray timings: pre-bloom, full bloom, and 4–5 weeks post-bloom"
Grape,Black_rot,Fruiting,Rot,307,FALSE,15.03,33.89,68.07,107.23,"Small, circular, tan to brown leaf spots with dark brown borders | Black pycnidia (tiny black dots) arranged in concentric rings within leaf lesions | Infected berries turn brown then rapidly shrivel into hard black mummies | Salmon or cream-colored spore masses on berry surface early in infection | Infected berries have a wrinkled, raisin-like appearance before turning jet black | Lesions on shoot tips and tendrils — dark brown, elongated, sunken cankers | Petiole and rachis lesions that can cause cluster death | Mummified berries remain attached to cluster and serve as primary inoculum source","Remove and destroy all mummified berries, infected canes, and fallen leaves | Prune vines to open canopy and improve air circulation | Position shoots upright for rapid leaf drying after rain | Remove wild grapes near vineyard that serve as inoculum reservoirs | Cultivate soil to bury infected debris and reduce spore release | Immediately remove and dispose of any infected leaves or berry clusters at first sign | Avoid overhead irrigation — use drip systems | Scout weekly from budbreak through veraison","Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — apply every 7–10 days | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI, active up to 96 hrs post-infection | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — excellent curative and residual activity | Tebuconazole (Folicur 250 EW) at 1 mL/L — effective post-infection control | Azoxystrobin (Quadris 25 SC) at 1 mL/L — strobilurin protectant | Captan (50 WP) at 2.5 g/L — broad-spectrum contact fungicide | Ziram (76 DF) at 3.5 g/L — contact protectant in rotation | Critical spray timings: pre-bloom, full bloom, and 4–5 weeks post-bloom"
Grape,Black_rot,Maturity,Rot,303,FALSE,15.08,34.85,69.03,112.52,"Small, circular, tan to brown leaf spots with dark brown borders | Black pycnidia (tiny black dots) arranged in concentric rings within leaf lesions | Infected berries turn brown then rapidly shrivel into hard black mummies | Salmon or cream-colored spore masses on berry surface early in infection | Infected berries have a wrinkled, raisin-like appearance before turning jet black | Lesions on shoot tips and tendrils — dark brown, elongated, sunken cankers | Petiole and rachis lesions that can cause cluster death | Mummified berries remain attached to cluster and serve as primary inoculum source","Remove and destroy all mummified berries, infected canes, and fallen leaves | Prune vines to open canopy and improve air circulation | Position shoots upright for rapid leaf drying after rain | Remove wild grapes near vineyard that serve as inoculum reservoirs | Cultivate soil to bury infected debris and reduce spore release | Immediately remove and dispose of any infected leaves or berry clusters at first sign | Avoid overhead irrigation — use drip systems | Scout weekly from budbreak through veraison","Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — apply every 7–10 days | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI, active up to 96 hrs post-infection | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — excellent curative and residual activity | Tebuconazole (Folicur 250 EW) at 1 mL/L — effective post-infection control | Azoxystrobin (Quadris 25 SC) at 1 mL/L — strobilurin protectant | Captan (50 WP) at 2.5 g/L — broad-spectrum contact fungicide | Ziram (76 DF) at 3.5 g/L — contact protectant in rotation | Critical spray timings: pre-bloom, full bloom, and 4–5 weeks post-bloom"
Grape,Black_rot,Vegetative,Rot,301,FALSE,15.07,33.46,68.51,106.81,"Small, circular, tan to brown leaf spots with dark brown borders | Black pycnidia (tiny black dots) arranged in concentric rings within leaf lesions | Infected berries turn brown then rapidly shrivel into hard black mummies | Salmon or cream-colored spore masses on berry surface early in infection | Infected berries have a wrinkled, raisin-like appearance before turning jet black | Lesions on shoot tips and tendrils — dark brown, elongated, sunken cankers | Petiole and rachis lesions that can cause cluster death | Mummified berries remain attached to cluster and serve as primary inoculum source","Remove and destroy all mummified berries, infected canes, and fallen leaves | Prune vines to open canopy and improve air circulation | Position shoots upright for rapid leaf drying after rain | Remove wild grapes near vineyard that serve as inoculum reservoirs | Cultivate soil to bury infected debris and reduce spore release | Immediately remove and dispose of any infected leaves or berry clusters at first sign | Avoid overhead irrigation — use drip systems | Scout weekly from budbreak through veraison","Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — apply every 7–10 days | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI, active up to 96 hrs post-infection | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — excellent curative and residual activity | Tebuconazole (Folicur 250 EW) at 1 mL/L — effective post-infection control | Azoxystrobin (Quadris 25 SC) at 1 mL/L — strobilurin protectant | Captan (50 WP) at 2.5 g/L — broad-spectrum contact fungicide | Ziram (76 DF) at 3.5 g/L — contact protectant in rotation | Critical spray timings: pre-bloom, full bloom, and 4–5 weeks post-bloom"
Grape,Black_rot,Seedling,Rot,278,FALSE,15.19,34.88,68.3,107.76,"Small, circular, tan to brown leaf spots with dark brown borders | Black pycnidia (tiny black dots) arranged in concentric rings within leaf lesions | Infected berries turn brown then rapidly shrivel into hard black mummies | Salmon or cream-colored spore masses on berry surface early in infection | Infected berries have a wrinkled, raisin-like appearance before turning jet black | Lesions on shoot tips and tendrils — dark brown, elongated, sunken cankers | Petiole and rachis lesions that can cause cluster death | Mummified berries remain attached to cluster and serve as primary inoculum source","Remove and destroy all mummified berries, infected canes, and fallen leaves | Prune vines to open canopy and improve air circulation | Position shoots upright for rapid leaf drying after rain | Remove wild grapes near vineyard that serve as inoculum reservoirs | Cultivate soil to bury infected debris and reduce spore release | Immediately remove and dispose of any infected leaves or berry clusters at first sign | Avoid overhead irrigation — use drip systems | Scout weekly from budbreak through veraison","Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — apply every 7–10 days | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI, active up to 96 hrs post-infection | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — excellent curative and residual activity | Tebuconazole (Folicur 250 EW) at 1 mL/L — effective post-infection control | Azoxystrobin (Quadris 25 SC) at 1 mL/L — strobilurin protectant | Captan (50 WP) at 2.5 g/L — broad-spectrum contact fungicide | Ziram (76 DF) at 3.5 g/L — contact protectant in rotation | Critical spray timings: pre-bloom, full bloom, and 4–5 weeks post-bloom"
Grape,Esca_(Black_Measles),Fruiting,Canker / Dieback,393,TRUE,15.01,34.42,68.8,108.07,"Interveinal chlorosis (yellowing between veins) with tiger-stripe pattern on leaves | Leaf margins and interveinal tissue turn red-purple in red varieties, yellow in white varieties | Necrotic leaf margins and eventual complete leaf browning and drop | Apoplexy — sudden complete wilting and death of entire vine in summer heat | Irregular dark brown to black spots or streaks on berry surface (measles symptoms) | Internal wood discoloration — brown to black streaking in cross-section of cordons | White rot (white spongy wood decay) in trunk and cordons | Stunted shoot growth; shortened internodes on affected canes","Prune during dry weather to minimise infection risk | Apply wound sealants (Topsin paste or Bordeaux paste) immediately after every pruning cut | Use double-pruning technique — leave a spur stub first, remove in spring | Disinfect pruning tools with 10% sodium hypochlorite or 70% alcohol between vines | Plant certified disease-free nursery stock only | Remove and destroy severely infected vines including stumps and roots | Maintain adequate irrigation — water stress worsens apoplexy (sudden vine collapse) | Perform trunk renewal surgery to replace infected cordons with healthy new arms","Trichoderma-based biocontrol (T. atroviride, T. asperellum) applied to pruning wounds | Flusilazole (Punch 40 EC) at 0.5 mL/L — may slow wood pathogen progression | Wound protectants: Vitiseal or LalSeal applied within 30 minutes of pruning | Bacillus subtilis (Serenade) as biological wound protectant spray | Balanced fertiliser programme (NPK + micronutrients) to maintain vine vigour | Foliar calcium spray to strengthen cell walls and slow symptom progression | Regular irrigation management to reduce heat stress that triggers apoplexy | Note: No fully curative chemical exists — management aims to slow progression"
Grape,Esca_(Black_Measles),Flowering,Canker / Dieback,370,FALSE,15.0,33.86,67.79,105.95,"Interveinal chlorosis (yellowing between veins) with tiger-stripe pattern on leaves | Leaf margins and interveinal tissue turn red-purple in red varieties, yellow in white varieties | Necrotic leaf margins and eventual complete leaf browning and drop | Apoplexy — sudden complete wilting and death of entire vine in summer heat | Irregular dark brown to black spots or streaks on berry surface (measles symptoms) | Internal wood discoloration — brown to black streaking in cross-section of cordons | White rot (white spongy wood decay) in trunk and cordons | Stunted shoot growth; shortened internodes on affected canes","Prune during dry weather to minimise infection risk | Apply wound sealants (Topsin paste or Bordeaux paste) immediately after every pruning cut | Use double-pruning technique — leave a spur stub first, remove in spring | Disinfect pruning tools with 10% sodium hypochlorite or 70% alcohol between vines | Plant certified disease-free nursery stock only | Remove and destroy severely infected vines including stumps and roots | Maintain adequate irrigation — water stress worsens apoplexy (sudden vine collapse) | Perform trunk renewal surgery to replace infected cordons with healthy new arms","Trichoderma-based biocontrol (T. atroviride, T. asperellum) applied to pruning wounds | Flusilazole (Punch 40 EC) at 0.5 mL/L — may slow wood pathogen progression | Wound protectants: Vitiseal or LalSeal applied within 30 minutes of pruning | Bacillus subtilis (Serenade) as biological wound protectant spray | Balanced fertiliser programme (NPK + micronutrients) to maintain vine vigour | Foliar calcium spray to strengthen cell walls and slow symptom progression | Regular irrigation management to reduce heat stress that triggers apoplexy | Note: No fully curative chemical exists — management aims to slow progression"
Grape,Esca_(Black_Measles),Vegetative,Canker / Dieback,362,FALSE,15.08,34.6,67.32,111.35,"Interveinal chlorosis (yellowing between veins) with tiger-stripe pattern on leaves | Leaf margins and interveinal tissue turn red-purple in red varieties, yellow in white varieties | Necrotic leaf margins and eventual complete leaf browning and drop | Apoplexy — sudden complete wilting and death of entire vine in summer heat | Irregular dark brown to black spots or streaks on berry surface (measles symptoms) | Internal wood discoloration — brown to black streaking in cross-section of cordons | White rot (white spongy wood decay) in trunk and cordons | Stunted shoot growth; shortened internodes on affected canes","Prune during dry weather to minimise infection risk | Apply wound sealants (Topsin paste or Bordeaux paste) immediately after every pruning cut | Use double-pruning technique — leave a spur stub first, remove in spring | Disinfect pruning tools with 10% sodium hypochlorite or 70% alcohol between vines | Plant certified disease-free nursery stock only | Remove and destroy severely infected vines including stumps and roots | Maintain adequate irrigation — water stress worsens apoplexy (sudden vine collapse) | Perform trunk renewal surgery to replace infected cordons with healthy new arms","Trichoderma-based biocontrol (T. atroviride, T. asperellum) applied to pruning wounds | Flusilazole (Punch 40 EC) at 0.5 mL/L — may slow wood pathogen progression | Wound protectants: Vitiseal or LalSeal applied within 30 minutes of pruning | Bacillus subtilis (Serenade) as biological wound protectant spray | Balanced fertiliser programme (NPK + micronutrients) to maintain vine vigour | Foliar calcium spray to strengthen cell walls and slow symptom progression | Regular irrigation management to reduce heat stress that triggers apoplexy | Note: No fully curative chemical exists — management aims to slow progression"
Grape,Esca_(Black_Measles),Maturity,Canker / Dieback,345,FALSE,15.06,34.2,67.84,108.25,"Interveinal chlorosis (yellowing between veins) with tiger-stripe pattern on leaves | Leaf margins and interveinal tissue turn red-purple in red varieties, yellow in white varieties | Necrotic leaf margins and eventual complete leaf browning and drop | Apoplexy — sudden complete wilting and death of entire vine in summer heat | Irregular dark brown to black spots or streaks on berry surface (measles symptoms) | Internal wood discoloration — brown to black streaking in cross-section of cordons | White rot (white spongy wood decay) in trunk and cordons | Stunted shoot growth; shortened internodes on affected canes","Prune during dry weather to minimise infection risk | Apply wound sealants (Topsin paste or Bordeaux paste) immediately after every pruning cut | Use double-pruning technique — leave a spur stub first, remove in spring | Disinfect pruning tools with 10% sodium hypochlorite or 70% alcohol between vines | Plant certified disease-free nursery stock only | Remove and destroy severely infected vines including stumps and roots | Maintain adequate irrigation — water stress worsens apoplexy (sudden vine collapse) | Perform trunk renewal surgery to replace infected cordons with healthy new arms","Trichoderma-based biocontrol (T. atroviride, T. asperellum) applied to pruning wounds | Flusilazole (Punch 40 EC) at 0.5 mL/L — may slow wood pathogen progression | Wound protectants: Vitiseal or LalSeal applied within 30 minutes of pruning | Bacillus subtilis (Serenade) as biological wound protectant spray | Balanced fertiliser programme (NPK + micronutrients) to maintain vine vigour | Foliar calcium spray to strengthen cell walls and slow symptom progression | Regular irrigation management to reduce heat stress that triggers apoplexy | Note: No fully curative chemical exists — management aims to slow progression"
Grape,Esca_(Black_Measles),Seedling,Canker / Dieback,334,FALSE,15.01,34.41,67.73,114.48,"Interveinal chlorosis (yellowing between veins) with tiger-stripe pattern on leaves | Leaf margins and interveinal tissue turn red-purple in red varieties, yellow in white varieties | Necrotic leaf margins and eventual complete leaf browning and drop | Apoplexy — sudden complete wilting and death of entire vine in summer heat | Irregular dark brown to black spots or streaks on berry surface (measles symptoms) | Internal wood discoloration — brown to black streaking in cross-section of cordons | White rot (white spongy wood decay) in trunk and cordons | Stunted shoot growth; shortened internodes on affected canes","Prune during dry weather to minimise infection risk | Apply wound sealants (Topsin paste or Bordeaux paste) immediately after every pruning cut | Use double-pruning technique — leave a spur stub first, remove in spring | Disinfect pruning tools with 10% sodium hypochlorite or 70% alcohol between vines | Plant certified disease-free nursery stock only | Remove and destroy severely infected vines including stumps and roots | Maintain adequate irrigation — water stress worsens apoplexy (sudden vine collapse) | Perform trunk renewal surgery to replace infected cordons with healthy new arms","Trichoderma-based biocontrol (T. atroviride, T. asperellum) applied to pruning wounds | Flusilazole (Punch 40 EC) at 0.5 mL/L — may slow wood pathogen progression | Wound protectants: Vitiseal or LalSeal applied within 30 minutes of pruning | Bacillus subtilis (Serenade) as biological wound protectant spray | Balanced fertiliser programme (NPK + micronutrients) to maintain vine vigour | Foliar calcium spray to strengthen cell walls and slow symptom progression | Regular irrigation management to reduce heat stress that triggers apoplexy | Note: No fully curative chemical exists — management aims to slow progression"
Grape,Leaf_blight_(Isariopsis_Leaf_Spot),Fruiting,Blight,299,TRUE,15.07,34.36,68.9,119.68,"Irregular, angular brown to reddish-brown spots on upper leaf surface | Lesions bounded by larger veins giving angular appearance | Dark brown concentric rings or zones within lesion | Grayish-white sporulation (conidia) visible on lower leaf surface under humid conditions | Lesions may coalesce causing large necrotic patches and early defoliation | Infected berries develop brown lesions and may crack or rot | Lesions on rachis and petioles causing cluster or leaf drop | Symptoms more severe on lower, older leaves first",Remove and destroy infected fallen leaves to reduce overwintering inoculum | Prune to improve air circulation within the vine canopy | Train vines to vertical shoot positioning for better canopy airflow | Avoid wetting foliage with overhead irrigation | Remove and dispose of infected leaves and rachis at first sign of angular brown spots | Balanced fertilisation — avoid excess nitrogen which causes dense susceptible growth | Scout vineyards after rainy periods for early detection,"Copper oxychloride (50 WP) at 3 g/L — effective contact fungicide, apply after rain | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad protectant every 10 days | Carbendazim (50 WP) at 1 g/L — systemic benzimidazole fungicide | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole control | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin with translaminar movement | Chlorothalonil (Bravo 720) at 2 mL/L — contact fungicide, good residual activity | Bordeaux mixture (1%) — traditional copper spray, organic-programme approved | Repeat every 10–14 days during wet conditions until disease is controlled"
Grape,Leaf_blight_(Isariopsis_Leaf_Spot),Flowering,Blight,276,FALSE,15.07,34.35,69.54,114.61,"Irregular, angular brown to reddish-brown spots on upper leaf surface | Lesions bounded by larger veins giving angular appearance | Dark brown concentric rings or zones within lesion | Grayish-white sporulation (conidia) visible on lower leaf surface under humid conditions | Lesions may coalesce causing large necrotic patches and early defoliation | Infected berries develop brown lesions and may crack or rot | Lesions on rachis and petioles causing cluster or leaf drop | Symptoms more severe on lower, older leaves first",Remove and destroy infected fallen leaves to reduce overwintering inoculum | Prune to improve air circulation within the vine canopy | Train vines to vertical shoot positioning for better canopy airflow | Avoid wetting foliage with overhead irrigation | Remove and dispose of infected leaves and rachis at first sign of angular brown spots | Balanced fertilisation — avoid excess nitrogen which causes dense susceptible growth | Scout vineyards after rainy periods for early detection,"Copper oxychloride (50 WP) at 3 g/L — effective contact fungicide, apply after rain | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad protectant every 10 days | Carbendazim (50 WP) at 1 g/L — systemic benzimidazole fungicide | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole control | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin with translaminar movement | Chlorothalonil (Bravo 720) at 2 mL/L — contact fungicide, good residual activity | Bordeaux mixture (1%) — traditional copper spray, organic-programme approved | Repeat every 10–14 days during wet conditions until disease is controlled"
Grape,Leaf_blight_(Isariopsis_Leaf_Spot),Maturity,Blight,274,FALSE,15.11,34.53,69.06,118.58,"Irregular, angular brown to reddish-brown spots on upper leaf surface | Lesions bounded by larger veins giving angular appearance | Dark brown concentric rings or zones within lesion | Grayish-white sporulation (conidia) visible on lower leaf surface under humid conditions | Lesions may coalesce causing large necrotic patches and early defoliation | Infected berries develop brown lesions and may crack or rot | Lesions on rachis and petioles causing cluster or leaf drop | Symptoms more severe on lower, older leaves first",Remove and destroy infected fallen leaves to reduce overwintering inoculum | Prune to improve air circulation within the vine canopy | Train vines to vertical shoot positioning for better canopy airflow | Avoid wetting foliage with overhead irrigation | Remove and dispose of infected leaves and rachis at first sign of angular brown spots | Balanced fertilisation — avoid excess nitrogen which causes dense susceptible growth | Scout vineyards after rainy periods for early detection,"Copper oxychloride (50 WP) at 3 g/L — effective contact fungicide, apply after rain | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad protectant every 10 days | Carbendazim (50 WP) at 1 g/L — systemic benzimidazole fungicide | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole control | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin with translaminar movement | Chlorothalonil (Bravo 720) at 2 mL/L — contact fungicide, good residual activity | Bordeaux mixture (1%) — traditional copper spray, organic-programme approved | Repeat every 10–14 days during wet conditions until disease is controlled"
Grape,Leaf_blight_(Isariopsis_Leaf_Spot),Vegetative,Blight,266,FALSE,15.25,34.41,69.13,117.88,"Irregular, angular brown to reddish-brown spots on upper leaf surface | Lesions bounded by larger veins giving angular appearance | Dark brown concentric rings or zones within lesion | Grayish-white sporulation (conidia) visible on lower leaf surface under humid conditions | Lesions may coalesce causing large necrotic patches and early defoliation | Infected berries develop brown lesions and may crack or rot | Lesions on rachis and petioles causing cluster or leaf drop | Symptoms more severe on lower, older leaves first",Remove and destroy infected fallen leaves to reduce overwintering inoculum | Prune to improve air circulation within the vine canopy | Train vines to vertical shoot positioning for better canopy airflow | Avoid wetting foliage with overhead irrigation | Remove and dispose of infected leaves and rachis at first sign of angular brown spots | Balanced fertilisation — avoid excess nitrogen which causes dense susceptible growth | Scout vineyards after rainy periods for early detection,"Copper oxychloride (50 WP) at 3 g/L — effective contact fungicide, apply after rain | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad protectant every 10 days | Carbendazim (50 WP) at 1 g/L — systemic benzimidazole fungicide | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole control | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin with translaminar movement | Chlorothalonil (Bravo 720) at 2 mL/L — contact fungicide, good residual activity | Bordeaux mixture (1%) — traditional copper spray, organic-programme approved | Repeat every 10–14 days during wet conditions until disease is controlled"
Grape,Leaf_blight_(Isariopsis_Leaf_Spot),Seedling,Blight,262,FALSE,15.01,34.08,67.91,106.22,"Irregular, angular brown to reddish-brown spots on upper leaf surface | Lesions bounded by larger veins giving angular appearance | Dark brown concentric rings or zones within lesion | Grayish-white sporulation (conidia) visible on lower leaf surface under humid conditions | Lesions may coalesce causing large necrotic patches and early defoliation | Infected berries develop brown lesions and may crack or rot | Lesions on rachis and petioles causing cluster or leaf drop | Symptoms more severe on lower, older leaves first",Remove and destroy infected fallen leaves to reduce overwintering inoculum | Prune to improve air circulation within the vine canopy | Train vines to vertical shoot positioning for better canopy airflow | Avoid wetting foliage with overhead irrigation | Remove and dispose of infected leaves and rachis at first sign of angular brown spots | Balanced fertilisation — avoid excess nitrogen which causes dense susceptible growth | Scout vineyards after rainy periods for early detection,"Copper oxychloride (50 WP) at 3 g/L — effective contact fungicide, apply after rain | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — broad protectant every 10 days | Carbendazim (50 WP) at 1 g/L — systemic benzimidazole fungicide | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole control | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin with translaminar movement | Chlorothalonil (Bravo 720) at 2 mL/L — contact fungicide, good residual activity | Bordeaux mixture (1%) — traditional copper spray, organic-programme approved | Repeat every 10–14 days during wet conditions until disease is controlled"
